,active_from,active_to,birth_date,college,height,name,position,url,weight,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg
3205,1994,1994,"January 25, 1969","Loyola Marymount University, University of California, Los Angeles",6-10,Richard Petruska,C-F,/players/p/petruri01.html,260,0.7,.467,0.3,.511,.435,0.9,2.1,.750,0.3,0.4,22,2.4,0.1,.222,0.0,,10.6,.543,5.8,.644,3.7,2.4,61,13.9
3206,1955,1965,"December 12, 1932",Louisiana State University,6-9,Bob Pettit,F-C,/players/p/pettibo01.html,205,,,,,.436,9.3,21.3,.761,7.8,10.3,792,26.4,,,,,21.7,.476,10.3,.657,10.2,6.7,72,27.4
3207,1968,1969,"February 13, 1944",Northwood Institute,6-3,Jerry Pettway,G-F,/players/p/pettwje01.html,185,0.7,.258,0.2,.348,.339,3.7,11.0,.653,1.4,2.2,87,9.1,,,,,,,,,,,,
3208,1979,1984,"October 16, 1956",Bradley University,6-6,Roger Phegley,G-F,/players/p/pheglro01.html,205,0.3,.253,0.1,.475,.470,3.5,7.5,.834,1.6,1.9,345,8.7,,,,,13.6,.537,7.3,.855,6.3,5.4,103,20.0
3209,1950,1950,"November 6, 1925",DePaul University,6-5,Jack Phelan,F,/players/p/phelaja01.html,195,,,,,.325,1.6,4.9,.578,0.9,1.6,55,4.1,,,,,,,,,,,,
3210,1954,1954,"March 19, 1929",La Salle University,6-1,James Phelan,G,/players/p/phelaja02.html,175,,,,,.000,0.0,1.5,.500,0.8,1.5,4,0.8,,,,,,,,,,,,
3211,1995,1995,"July 31, 1972",University of North Carolina,6-4,Derrick Phelps,G,/players/p/phelpde01.html,181,0.0,,0.0,.000,.000,0.0,0.3,.000,0.0,0.7,3,0.0,1.4,.322,0.4,,5.7,.448,2.6,.718,2.4,1.8,132,7.3
3212,1986,1988,"October 3, 1961",Alcorn State University,6-4,Michael Phelps,G,/players/p/phelpmi01.html,180,0.2,.091,0.0,.418,.416,1.5,3.6,.639,0.6,0.9,132,3.6,,,,,11.4,.495,5.7,.702,4.6,3.3,114,14.6
3213,1948,1958,"March 7, 1922",University of Illinois at Urbana-Champaign,6-2,Andy Phillip,G-F,/players/p/phillan01.html,195,,,,,.368,3.3,9.0,.695,2.5,3.6,701,9.1,,,,,,,,,,,,
3214,1983,1983,"September 29, 1961",University of Alabama,6-7,Eddie Phillips,F,/players/p/philled01.html,225,0.0,.000,0.0,.406,.406,1.2,2.9,.678,0.8,1.2,48,3.2,,,,,11.9,.533,6.3,.652,5.0,3.3,122,15.9
3215,1962,1966,"December 7, 1939",University of Houston,6-3,Gary Phillips,G,/players/p/phillga01.html,189,,,,,.370,2.7,7.2,.629,1.3,2.1,348,6.7,,,,,,,,,,,,
3216,1972,1973,"October 25, 1948",Southern Methodist University,6-4,Gene Phillips,G,/players/p/phillge01.html,175,0.6,.350,0.2,.414,.370,1.0,2.6,.786,0.4,0.5,31,2.5,,,,,,,,,,,,
3217,1992,2000,"December 20, 1969",Southern University and A&M College,6-5,Bobby Phills,G,/players/p/phillbo01.html,210,1.9,.390,0.7,.482,.443,4.2,9.5,.738,1.9,2.6,467,11.0,,,,,,,,,,,,
3218,1995,2008,"September 30, 1970",University of Nebraska,6-7,Eric Piatkowski,G-F,/players/p/piatker01.html,215,2.7,.399,1.1,.526,.434,2.6,6.0,.839,1.2,1.5,789,7.5,4.6,.358,1.6,,11.7,.471,5.5,.777,4.0,3.1,123,15.7
3219,1969,1972,"June 11, 1945",Bowling Green State University,6-8,Walter Piatkowski,F,/players/p/piatkwa01.html,220,0.8,.288,0.2,.422,.409,3.9,9.6,.772,1.2,1.6,157,9.3,,,,,,,,,,,,
3220,1999,2017,"October 13, 1977",University of Kansas,6-7,Paul Pierce,F-G,/players/p/piercpa01.html,235,4.3,.368,1.6,.500,.445,6.5,14.5,.806,5.2,6.4,1343,19.7,2.8,.355,1.0,,12.4,.481,6.0,.697,4.9,3.4,108,16.4
3221,1983,1998,"August 19, 1959",Rice University,6-4,Ricky Pierce,G,/players/p/piercri01.html,205,0.9,.322,0.3,.507,.493,5.6,11.3,.875,3.5,4.0,969,14.9,,,,,18.0,.504,9.1,.751,5.8,4.3,82,22.5
3222,1979,1981,"July 14, 1956",Auburn University,6-5,Stan Pietkiewicz,G-F,/players/p/pietkst01.html,200,0.9,.333,0.3,.502,.458,1.6,3.4,.806,0.5,0.6,96,3.9,,,,,10.8,.476,5.1,.834,2.9,2.4,100,12.7
3223,2004,2013,"February 7, 1982",,6-6,Mickael Pietrus,G-F,/players/p/pietrmi01.html,215,3.4,.355,1.2,.514,.425,2.9,6.9,.665,1.3,1.9,557,8.3,,,,,,,,,,,,
3224,1952,1952,"July 11, 1925",University of Wyoming,6-3,John Pilch,F,/players/p/pilchjo01.html,185,,,,,.100,0.1,1.1,.500,0.3,0.7,9,0.6,,,,,,,,,,,,
3225,1986,1997,"March 27, 1963",Villanova University,6-9,Ed Pinckney,F,/players/p/pincked01.html,195,0.0,.000,0.0,.535,.535,2.4,4.5,.765,2.0,2.6,793,6.8,,,,,8.2,.604,4.9,.723,6.3,4.6,129,14.5
3226,2007,2007,"October 20, 1983","University of Nevada, Reno",6-10,Kevinn Pinkney,F,/players/p/pinknke01.html,245,0.3,.500,0.2,.463,.444,2.0,4.5,.667,1.0,1.5,6,5.2,0.2,.185,0.0,,6.1,.515,3.1,.708,2.9,2.0,110,8.3
3227,1984,1984,"February 19, 1961",Villanova University,6-8,John Pinone,F,/players/p/pinonjo01.html,230,0.0,,0.0,.538,.538,1.0,1.9,.600,0.9,1.4,7,2.9,,,,,9.9,.557,5.5,.779,6.4,5.0,126,16.1
3228,1957,1963,"August 27, 1934",Xavier University,6-6,Dave Piontek,F-C,/players/p/piontda01.html,230,,,,,.391,2.9,7.4,.652,1.4,2.1,413,7.2,,,,,,,,,,,,
3229,1984,1984,"October 17, 1960",La Salle University,7-1,Tom Piotrowski,C,/players/p/piotrto01.html,240,0.0,,0.0,.462,.462,0.7,1.4,1.000,0.3,0.3,18,1.7,,,,,7.0,.497,3.5,.701,2.4,1.7,100,8.7
3230,1988,2004,"September 25, 1965",University of Central Arkansas,6-8,Scottie Pippen,F-G,/players/p/pippesc01.html,210,2.5,.326,0.8,.504,.473,6.3,13.3,.704,2.7,3.8,1178,16.1,,,,,,,,,,,,
3231,1983,1986,"March 23, 1958",University of Maryland,6-8,Charles Pittman,F,/players/p/pittmch01.html,220,0.0,.000,0.0,.546,.546,1.6,3.0,.711,1.3,1.8,234,4.5,,,,,4.7,.632,3.0,.689,3.0,2.1,55,8.1
3232,2011,2014,"March 2, 1988",University of Texas at Austin,6-11,Dexter Pittman,C,/players/p/pittmde01.html,308,0.0,,0.0,.450,.450,1.0,2.2,.545,0.4,0.7,50,2.3,0.0,,0.0,,4.0,.623,2.5,.601,2.6,1.6,134,6.6
3233,2004,2006,"September 12, 1982",,6-7,Zoran Planinic,G,/players/p/planizo01.html,195,0.9,.289,0.3,.443,.405,1.3,3.3,.677,0.9,1.3,148,3.8,,,,,,,,,,,,
3234,2016,2016,"November 2, 1989",,7-3,Tibor Pleiss,C,/players/p/pleisti01.html,256,0.2,.000,0.0,.440,.440,0.9,2.1,1.000,0.2,0.2,12,2.0,,,,,,,,,,,,
3235,2017,2018,"July 14, 1992",Duke University,7-0,Marshall Plumlee,C,/players/p/plumlma02.html,250,0.0,,0.0,.515,.515,0.6,1.1,.571,0.7,1.2,29,1.9,0.0,1.000,0.0,,1.9,.665,1.3,.555,1.7,0.9,124,3.4
3236,2014,2018,"March 5, 1990",Duke University,6-11,Mason Plumlee,C-F,/players/p/plumlma01.html,245,0.0,.000,0.0,.565,.565,3.4,5.9,.565,1.9,3.4,387,8.6,0.1,.200,0.0,,6.5,.574,3.7,.583,4.0,2.4,141,9.8
3237,2013,2018,"September 1, 1988",Duke University,6-11,Miles Plumlee,C-F,/players/p/plumlmi01.html,249,0.0,,0.0,.537,.537,2.2,4.1,.541,0.6,1.0,327,4.9,0.0,1.000,0.0,,3.5,.557,1.9,.625,1.5,0.9,135,4.8
3238,1985,1993,"February 21, 1962",Boston University,6-9,Gary Plummer,F-C,/players/p/plummga01.html,215,0.1,.143,0.0,.432,.430,1.6,3.7,.717,1.1,1.5,126,4.2,,,,,10.1,.487,4.9,.761,3.6,2.7,90,12.5
3239,2005,2006,"January 15, 1985",,7-5,Pavel Podkolzin,C,/players/p/podkopa01.html,260,0.0,,0.0,.000,.000,0.0,0.3,.500,0.7,1.3,6,0.7,,,,,,,,,,,,
3240,2017,2018,"October 15, 1995",University of Utah,7-0,Jakob Poeltl,C,/players/p/poeltja01.html,248,0.0,.500,0.0,.637,.636,2.3,3.6,.580,0.7,1.2,134,5.3,0.0,.000,0.0,,7.7,.658,5.1,.605,5.2,3.1,70,13.3
3241,1987,1987,"March 2, 1963","University of Nevada, Las Vegas, Pepperdine University",6-5,Dwayne Polee,G,/players/p/poleedw01.html,180,3.0,.000,0.0,.250,.250,1.0,4.0,,0.0,0.0,1,2.0,,,,,9.3,.502,4.7,.751,4.8,3.6,116,12.9
3242,1949,1955,"July 9, 1922",Stanford University,6-4,Jim Pollard,F-C,/players/p/pollaji01.html,185,,,,,.360,5.2,14.6,.750,2.7,3.5,438,13.2,,,,,,,4.5,.729,2.1,1.5,23,10.5
3243,1998,2008,"February 12, 1975",University of Kansas,6-11,Scot Pollard,C,/players/p/pollasc01.html,265,0.0,.000,0.0,.494,.494,1.7,3.4,.709,1.0,1.4,506,4.4,0.0,1.000,0.0,,6.0,.549,3.3,.669,4.2,2.8,128,9.4
3244,1953,1953,"October 26, 1929",Whitworth,6-7,Ralph Polson,F-C,/players/p/polsora01.html,200,,,,,.363,1.3,3.7,.635,1.2,2.0,49,3.9,,,,,,,,,,,,
3245,1988,2004,"November 21, 1964",University of Virginia,6-11,Olden Polynice,C-F,/players/p/polynol01.html,220,0.0,.192,0.0,.506,.505,3.4,6.7,.535,1.1,2.0,1058,7.8,,,,,8.1,.578,4.7,.612,4.6,2.8,95,12.1
3246,1976,1978,"September 15, 1954","California State University, Long Beach",6-9,Cliff Pondexter,F-C,/players/p/pondecl01.html,233,,,,,.416,1.5,3.7,.667,0.9,1.4,197,3.9,,,,,,,,,,,,
3247,2011,2018,"March 10, 1988",University of Washington,6-7,Quincy Pondexter,G-F,/players/p/pondequ01.html,220,1.9,.357,0.7,.498,.419,1.8,4.3,.738,0.7,1.0,302,5.0,1.2,.327,0.4,,9.5,.503,4.8,.768,4.1,3.1,136,13.1
3248,1985,1986,"April 15, 1962",Norfolk State University,6-7,David Pope,F,/players/p/popeda01.html,220,0.1,.500,0.0,.363,.356,0.8,2.2,.529,0.3,0.5,33,1.9,,,,,,,,,,,,
3249,1998,2005,"September 11, 1972","University of Washington, University of Kentucky",6-10,Mark Pope,F,/players/p/popema01.html,235,0.4,.179,0.1,.419,.401,0.8,1.9,.573,0.3,0.5,153,1.9,0.9,.414,0.4,,6.1,.526,3.2,.774,3.4,2.6,125,9.4
3250,1989,1992,"May 17, 1964",University of North Carolina,6-10,Dave Popson,F-C,/players/p/popsoda01.html,220,0.0,.000,0.0,.405,.405,0.8,1.9,.750,0.3,0.4,41,1.9,0.0,.000,0.0,,4.7,.521,2.5,.756,1.0,0.8,134,5.7
3251,1978,1987,"May 7, 1955",Central Michigan University,6-9,Ben Poquette,F-C,/players/p/poquebe01.html,235,0.1,.220,0.0,.484,.483,2.8,5.7,.779,1.3,1.7,718,6.8,,,,,9.5,.476,4.5,.690,3.1,2.1,98,11.2
3252,2001,2001,"May 9, 1978",Auburn University,6-7,Chris Porter,F,/players/p/portech01.html,218,0.1,.000,0.0,.389,.389,3.4,8.7,.667,1.8,2.8,51,8.6,0.7,.308,0.2,,12.2,.467,5.7,.651,5.7,3.7,56,15.3
3253,1972,1978,"August 31, 1948",Villanova University,6-8,Howard Porter,F-C,/players/p/porteho01.html,220,,,,,.469,4.0,8.6,.802,1.2,1.5,457,9.2,,,,,,,,,,,,
3254,1973,1983,"April 17, 1950",Saint Francis University,6-0,Kevin Porter,G,/players/p/porteke01.html,170,0.1,.188,0.0,.483,.483,4.8,10.0,.737,1.9,2.6,659,11.6,,,,,20.7,.455,9.4,.742,6.6,4.9,72,23.8
3255,2014,2018,"June 3, 1993",Georgetown University,6-8,Otto Porter,F,/players/p/porteot01.html,198,3.1,.403,1.2,.560,.487,4.1,8.4,.789,1.1,1.4,342,10.5,2.4,.355,0.9,,9.2,.498,4.6,.751,3.8,2.8,64,12.8
3256,1986,2002,"April 8, 1963",University of Wisconsin-Stevens Point,6-3,Terry Porter,G,/players/p/portete01.html,195,2.6,.386,1.0,.518,.463,4.3,9.2,.836,2.7,3.2,1274,12.2,,,,,,,,,,,,
3257,1968,1969,"July 3, 1942",Tennessee State University,6-7,Willie Porter,F,/players/p/portewi01.html,205,0.0,,0.0,.423,.423,3.7,8.7,.665,3.1,4.7,69,10.5,,,,,,,,,,,,
3258,2016,2018,"February 10, 1995",University of Arkansas,6-11,Bobby Portis,F,/players/p/portibo01.html,230,1.9,.347,0.6,.502,.462,3.8,8.1,.742,1.1,1.4,197,9.2,0.9,.365,0.3,,11.2,.526,5.9,.737,3.9,2.9,70,15.0
3259,1970,1973,"March 22, 1947",Creighton University,6-5,Bob Portman,F,/players/p/portmbo01.html,200,,,,,.443,2.3,5.3,.780,1.0,1.3,221,5.7,,,,,,,,,,,,
3260,2016,2018,"August 2, 1995",,7-3,Kristaps Porzingis,F-C,/players/p/porzikr01.html,240,4.2,.361,1.5,.488,.437,6.5,14.8,.804,3.3,4.1,186,17.8,,,,,,,,,,,,
3261,2000,2011,"January 13, 1977",Xavier University,6-8,James Posey,F-G,/players/p/poseyja01.html,215,3.4,.349,1.2,.495,.410,2.9,7.0,.820,1.6,2.0,864,8.6,2.3,.329,0.8,,9.3,.527,4.9,.808,5.9,4.7,95,15.3
3262,2001,2003,"February 26, 1978",St. John's University,6-5,Lavor Postell,G,/players/p/postela01.html,215,0.7,.250,0.2,.366,.335,1.0,2.9,.795,1.1,1.4,61,3.2,2.2,.326,0.7,,8.9,.430,3.8,.789,3.4,2.7,129,11.1
3263,1968,1968,"May 30, 1940",Bethune-Cookman College,6-5,John Postley,F,/players/p/postljo01.html,220,0.0,,0.0,.333,.333,1.0,3.0,,0.0,0.0,1,2.0,,,,,,,,,,,,
3264,1997,2007,"March 21, 1975",Wright State University,6-10,Vitaly Potapenko,C,/players/p/potapvi01.html,280,0.0,.167,0.0,.479,.479,2.7,5.6,.694,1.2,1.7,610,6.5,0.1,.167,0.0,,12.1,.603,7.3,.725,7.2,5.2,56,19.9
3265,2007,2011,"January 22, 1984",University of California,6-8,Leon Powe,F,/players/p/powele01.html,240,0.0,.000,0.0,.515,.515,2.1,4.0,.682,2.1,3.1,239,6.2,0.2,.300,0.1,,12.0,.492,5.9,.672,8.8,5.9,54,17.8
3266,1968,1975,"February 25, 1942",University of Portland,6-7,Cincinnatus Powell,F-C,/players/p/powelci01.html,220,0.2,.274,0.1,.474,.472,6.4,13.5,.725,3.5,4.8,599,16.3,,,,,,,,,,,,
3267,2015,2018,"July 20, 1991",Stanford University,6-11,Dwight Powell,F-C,/players/p/poweldw01.html,240,0.7,.293,0.2,.558,.535,2.5,4.6,.737,1.5,2.0,253,6.6,0.8,.289,0.2,,8.2,.464,3.8,.722,4.1,3.0,136,10.8
3268,2006,2014,"January 25, 1983",North Carolina State University,6-9,Josh Powell,F,/players/p/poweljo01.html,225,0.1,.350,0.0,.441,.438,1.6,3.6,.743,0.7,0.9,316,3.9,0.6,.289,0.2,,6.6,.553,3.7,.729,3.0,2.2,65,9.7
3269,2008,2008,"March 18, 1981",Texas Tech University,6-7,Kasib Powell,F,/players/p/powelka01.html,215,3.0,.242,0.7,.411,.368,3.2,8.6,.667,0.5,0.8,11,7.6,0.7,.217,0.1,,11.9,.492,5.9,.629,5.1,3.2,67,15.1
3270,2016,2018,"May 25, 1993","University of California, Los Angeles",6-4,Norman Powell,G,/players/p/powelno01.html,215,2.3,.328,0.8,.495,.430,2.5,5.7,.801,1.0,1.3,193,6.7,2.5,.314,0.8,,7.7,.461,3.6,.746,2.5,1.8,141,9.8
3271,2007,2007,"January 15, 1983",University of Illinois at Urbana-Champaign,6-6,Roger Powell,F,/players/p/powelro01.html,235,0.3,.000,0.0,.000,.000,0.0,1.0,1.000,0.7,0.7,3,0.7,0.9,.398,0.4,,6.2,.572,3.6,.662,2.6,1.7,128,9.2
3272,2017,2018,"September 6, 1993",University of Kentucky,6-7,Alex Poythress,F,/players/p/poythal01.html,238,1.0,.333,0.3,.519,.456,1.2,2.6,.800,0.3,0.3,30,3.0,0.9,.302,0.3,,5.8,.551,3.2,.686,2.9,2.0,112,8.6
3273,1968,1969,"November 17, 1944",Dillard University,6-3,Marlbert Pradd,G,/players/p/praddma01.html,170,0.2,.231,0.0,.445,.439,1.4,3.1,.774,1.4,1.8,79,4.2,,,,,,,,,,,,
3274,1971,1972,"August 4, 1948",University of Kentucky,6-4,Mike Pratt,G-F,/players/p/prattmi01.html,195,0.4,.373,0.1,.440,.427,2.1,5.0,.799,1.2,1.5,143,5.6,,,,,,,,,,,,
3275,1983,1993,"December 24, 1958",University of Tulsa,6-5,Paul Pressey,G-F,/players/p/presspa01.html,185,0.5,.222,0.1,.491,.485,3.9,8.1,.749,2.6,3.5,724,10.6,,,,,8.9,.517,4.6,.624,3.9,2.4,63,11.7
3276,2014,2016,"February 17, 1991",University of Missouri,5-11,Phil Pressey,G,/players/p/pressph01.html,175,1.3,.254,0.3,.388,.341,1.2,3.4,.630,0.5,0.8,148,3.2,3.3,.347,1.2,,8.2,.395,3.2,.757,2.7,2.1,99,9.7
3277,1989,1989,"May 30, 1964",Boston College,6-2,Dominic Pressley,G,/players/p/pressdo01.html,170,0.2,.000,0.0,.290,.290,0.7,2.4,.556,0.4,0.7,13,1.8,,,,,6.5,.495,3.2,.698,2.4,1.7,119,8.1
3278,1987,1990,"July 14, 1963",Villanova University,6-7,Harold Pressley,F-G,/players/p/pressha01.html,210,1.9,.358,0.7,.480,.437,3.6,8.2,.778,1.2,1.5,299,9.0,,,,,9.3,.488,4.5,.695,3.7,2.6,135,11.6
3279,1973,1973,"February 9, 1950",University of North Carolina,6-3,Stephen Previs,G,/players/p/previst01.html,183,0.3,.125,0.0,.392,.383,0.8,2.0,.533,0.3,0.5,30,1.8,,,,,,,,,,,,
3280,2010,2015,"October 7, 1986",University of Connecticut,6-2,A.J. Price,G,/players/p/priceaj01.html,181,2.6,.316,0.8,.456,.380,2.1,5.5,.742,0.8,1.1,261,5.8,4.4,.365,1.6,,10.5,.413,4.3,.722,3.7,2.7,99,13.0
3281,1993,2002,"December 9, 1968","University of South Carolina, University of Oklahoma",6-1,Brent Price,G,/players/p/pricebr01.html,165,2.2,.387,0.9,.521,.426,2.0,4.6,.824,1.2,1.4,418,5.9,5.6,.410,2.3,,10.7,.454,4.9,.818,4.2,3.4,124,15.5
3282,1973,1979,"November 27, 1949",University of Louisville,6-3,Jim Price,G,/players/p/priceji01.html,195,,,,,.444,4.2,9.4,.815,1.6,2.0,510,10.0,,,,,,,,,,,,
3283,1987,1998,"February 15, 1964",Georgia Institute of Technology,6-0,Mark Price,G,/players/p/pricema01.html,170,3.4,.402,1.4,.530,.472,5.5,11.6,.904,3.0,3.3,722,15.2,5.9,.440,2.6,,13.8,.487,6.7,.850,4.0,3.4,126,17.4
3284,1971,1973,"September 11, 1948",University of Illinois at Urbana-Champaign,6-3,Mike Price,G,/players/p/pricemi01.html,200,0.0,,0.0,.402,.402,1.3,3.3,.772,0.6,0.7,123,3.2,,,,,,,,,,,,
3285,2006,2017,"June 21, 1983","Nicholls State University, Utah Valley State College",6-2,Ronnie Price,G,/players/p/pricero01.html,190,1.5,.302,0.4,.434,.373,1.4,3.6,.738,0.5,0.7,544,3.7,7.0,.345,2.4,,14.7,.417,6.1,.788,4.0,3.1,114,17.8
3286,1981,1981,"January 5, 1957",University of Pennsylvania,6-6,Tony Price,G,/players/p/priceto01.html,190,0.0,,0.0,.286,.286,0.4,1.4,,0.0,0.0,5,0.8,,,,,13.2,.472,6.2,.699,4.4,3.1,85,15.6
3287,1953,1953,"March 24, 1930",New Mexico State University,6-3,Bob Priddy,F,/players/p/priddbo01.html,190,,,,,.368,0.9,2.4,.571,0.5,0.9,16,2.3,,,,,,,,,,,,
3288,2013,2016,"May 17, 1977",,6-3,Pablo Prigioni,G,/players/p/prigipa01.html,185,2.0,.379,0.8,.554,.425,1.2,2.9,.872,0.3,0.3,270,3.5,,,,,,,,,,,,
3289,2003,2016,"February 28, 1980",University of Kentucky,6-9,Tayshaun Prince,F,/players/p/princta01.html,212,1.5,.367,0.6,.483,.455,4.5,9.9,.756,1.5,2.0,1017,11.1,4.6,.329,1.5,,10.5,.457,4.8,.743,2.7,2.0,135,13.1
3290,1950,1950,"January 23, 1927",Drake University,6-9,John Pritchard,C,/players/p/pritcjo01.html,220,,,,,.310,1.3,4.1,.364,0.6,1.6,7,3.1,,,,,,,,,,,,
3291,1991,1996,"July 17, 1967",University of Kansas,6-3,Kevin Pritchard,G,/players/p/pritcke01.html,180,0.5,.186,0.1,.413,.399,1.3,3.2,.790,1.0,1.3,94,3.6,2.7,.406,1.1,,8.9,.487,4.3,.774,3.0,2.3,139,12.2
3292,2000,2006,"August 5, 1977",University of Maryland,6-5,Laron Profit,G-F,/players/p/profila01.html,204,0.7,.236,0.2,.444,.419,1.3,3.1,.712,0.5,0.8,135,3.3,2.6,.322,0.8,,9.8,.474,4.7,.684,3.4,2.4,125,12.5
3293,2008,2009,"April 19, 1986",University of Southern California,6-4,Gabe Pruitt,G,/players/p/pruitga01.html,170,1.0,.283,0.3,.382,.321,0.7,2.3,.783,0.3,0.4,62,2.0,5.7,.393,2.2,,10.2,.438,4.5,.778,3.3,2.6,80,13.8
3294,2001,2013,"October 10, 1979",University of Minnesota,7-1,Joel Przybilla,C,/players/p/przybjo01.html,255,0.0,.000,0.0,.552,.552,1.5,2.7,.557,0.8,1.5,592,3.9,0.0,,0.0,,6.9,.591,4.1,.521,3.3,1.7,49,9.9
3295,1949,1950,"September 18, 1922",Ohio State University,6-7,Les Pugh,C-F,/players/p/pughle01.html,190,,,,,.285,2.0,7.1,.792,2.1,2.6,116,6.1,,,,,,,,,,,,
3296,1949,1949,"October 16, 1922",Southern Methodist University,6-6,Roy Pugh,C-F,/players/p/pughro01.html,210,,,,,.255,0.6,2.2,.316,0.3,0.8,23,1.4,,,,,,,,,,,,
3297,1993,1993,"June 23, 1966",McNeese State University,6-10,Anthony Pullard,F,/players/p/pullaan01.html,245,0.0,,0.0,.444,.444,1.0,2.3,.333,0.1,0.4,8,2.1,0.4,.371,0.2,,11.8,.540,6.4,.739,3.2,2.4,113,15.2
3298,2018,2018,"November 10, 1989",Kansas State University,6-1,Jacob Pullen,G,/players/p/pulleja01.html,200,0.3,.000,0.0,.500,.500,0.3,0.7,,0.0,0.0,3,0.7,6.1,.361,2.2,,11.9,.408,4.8,.770,5.1,3.9,135,15.8
3299,2018,2018,"February 14, 1994",University of Connecticut,6-4,Rodney Purvis,G,/players/p/purviro01.html,205,3.2,.244,0.8,.399,.337,2.1,6.4,.818,0.6,0.8,14,5.7,4.6,.363,1.7,,10.0,.416,4.1,.638,2.6,1.6,137,11.6
3300,1947,1950,"November 13, 1922",University of Denver,6-1,Don Putman,G,/players/p/putnado01.html,170,,,,,.262,1.9,7.2,.621,1.0,1.6,216,4.8,,,,,,,,,,,,
3301,2018,2018,"January 16, 1996",,7-1,Zhou Qi,F-C,/players/q/qizh01.html,210,1.0,.125,0.1,.222,.185,0.3,1.7,.700,0.4,0.6,16,1.2,,,,,,,,,,,,
3302,2017,2018,"October 27, 1994",Louisiana State University,6-6,Tim Quarterman,G,/players/q/quartti01.html,195,0.8,.357,0.3,.532,.452,0.8,1.7,.000,0.0,0.2,18,1.8,3.2,.310,1.0,,6.9,.397,2.7,.660,2.9,1.9,99,8.4
3303,1969,1972,"March 5, 1946",Xavier University,6-5,Bob Quick,F-G,/players/q/quickbo01.html,215,0.0,,0.0,.454,.454,2.1,4.6,.746,1.8,2.4,142,6.0,,,,,,,,,,,,
3304,2007,2013,"September 27, 1983",University of Notre Dame,6-2,Chris Quinn,G,/players/q/quinnch01.html,185,1.8,.377,0.7,.483,.399,1.6,4.0,.809,0.7,0.9,241,4.5,4.7,.417,1.9,,8.9,.446,4.0,.825,2.3,1.9,123,11.8
3305,1990,1992,"May 30, 1966",Washington State University,6-8,Brian Quinnett,F,/players/q/quinnbr01.html,235,0.6,.326,0.2,.443,.414,1.5,3.5,.677,0.3,0.5,138,3.4,2.6,.380,1.0,,10.8,.486,5.2,.697,2.3,1.6,112,12.6
3306,2018,2018,"February 4, 1997",University of California,6-10,Ivan Rabb,F,/players/r/rabbiv01.html,220,0.0,,0.0,.568,.568,2.2,3.9,.781,0.7,0.9,34,5.1,0.3,.409,0.1,,8.8,.544,4.8,.666,5.2,3.5,65,13.2
3307,1970,1974,"June 11, 1946",Xavier University,6-10,Luther Rackley,C,/players/r/rackllu01.html,220,0.0,.000,0.0,.461,.461,2.5,5.4,.631,1.4,2.2,278,6.3,,,,,,,,,,,,
3308,1949,1949,"March 29, 1921",Long Island University,6-1,Howie Rader,G-F,/players/r/raderho01.html,190,,,,,.156,0.5,3.5,.300,0.2,0.8,13,1.3,,,,,,,,,,,,
3309,1982,1983,"July 5, 1959",Oregon State University,6-4,Mark Radford,G,/players/r/radfoma01.html,190,0.2,.286,0.1,.518,.507,1.4,2.8,.458,0.7,1.5,97,3.6,,,,,9.3,.520,4.9,.737,3.5,2.6,113,12.3
3310,1979,1979,"May 29, 1956",Indiana University,6-3,Wayne Radford,G,/players/r/radfowa01.html,205,,,,,.474,1.6,3.4,.800,0.7,0.9,52,3.9,,,,,,,,,,,,
3311,1994,1997,"April 24, 1967",,6-11,Dino Radja,F-C,/players/r/radjadi01.html,225,0.0,.000,0.0,.497,.497,6.8,13.6,.735,3.1,4.3,224,16.7,,,,,,,,,,,,
3312,2002,2013,"November 19, 1980",,6-10,Vladimir Radmanovic,F,/players/r/radmavl01.html,227,3.5,.378,1.3,.509,.415,2.9,7.0,.758,0.8,1.1,737,8.0,,,,,,,,,,,,
3313,2000,2005,"August 8, 1976",Barton County Community College,7-3,Aleksandar Radojevic,C,/players/r/radojal01.html,250,0.0,,0.0,.308,.308,0.5,1.7,.625,0.7,1.1,15,1.7,,,,,,,,,,,,
3314,1962,1962,"March 3, 1938",Indiana University,6-8,Frank Radovich,F,/players/r/radovfr01.html,235,,,,,.398,1.0,2.5,.500,0.4,0.7,37,2.4,,,,,,,,,,,,
3315,1953,1953,"May 5, 1929",University of Wyoming,6-0,Moe Radovich,G,/players/r/radovmo01.html,160,,,,,.385,1.3,3.3,1.000,1.0,1.0,4,3.5,,,,,,,,,,,,
3316,2014,2015,"January 5, 1988",,7-0,Miroslav Raduljica,C,/players/r/radulmi01.html,250,0.0,,0.0,.530,.530,1.3,2.5,.825,0.9,1.1,53,3.6,,,,,,,,,,,,
3317,1958,1958,"March 1, 1935",Saint Joseph's University,6-5,Ray Radziszewski,F,/players/r/radzira01.html,210,,,,,.000,0.0,3.0,,0.0,0.0,1,0.0,,,,,,,,,,,,
